rating	date	variation	verified_reviews	feedback
5	2-Jul-18	White	"saving $10 is always nice and my son always says that buying refurbished means your are getting a new device or product for less, because it has been run through a diagnostics again and everything has been corrected."	1
5	1-Jul-18	Black	"Works perfectly, Alexa turns on and off my lights, my tv, roomba!"	1
5	1-Jul-18	Black	Never would know it was refurbished.	1
3	1-Jul-18	Black	So far so good	1
5	1-Jul-18	Black	Looks and performs as new.  No complaints!	1
4	1-Jul-18	Black	goes great with our echo	1
5	1-Jul-18	Black	Works great just like the new one that i already had.	1
1	1-Jul-18	White	"This item did not work. Certified refurbished should mean it works as advertised. Instead this item crashed as soon as I turned it on and plugged it in. When trying to connect from my phone to the echo dot, it crashed, over and over. Not only would it disconnect but the orange light would freeze and then the thing would reboot with the blue light. Alexa would tell me it’s ready to connect and freeze mid sentence. Tried holding the action button for 5 seconds and it didn’t do anything. Returning immediately and hope they actually fix this item when the next buyer purchases it."	0
5	30-Jun-18	Black	"Very fast service,  got what I ordered. Thank you"	1
5	30-Jun-18	Black	Love it even though I’m still trying to figure out all the other things I can do with this item it works great with my phone.	1
2	29-Jun-18	White	None	0
5	29-Jun-18	Black	"I have 2 Echos, one I bought brand new and the other is a refurbished one.Honestly, I can't tell the difference in performance and looks."	1
5	28-Jun-18	Black	A GREAT PRODUCT...once we learned how to work it...this thing is awesome!!!	1
5	28-Jun-18	Black	It works	1
1	28-Jun-18	Black	Does not work all the time	0
4	27-Jun-18	White	"Love it. Though, wish it was portable."	1
5	27-Jun-18	Black	of course!	1
5	27-Jun-18	Black	You could not tell this was refurbished. Works Excellent. I would highly recommended instead of purchasing new.	1
5	27-Jun-18	Black	I got this for my mom . She loves it !	1
5	27-Jun-18	Black	I love my echo dot! Looks brand new and works perfect! Very satisfied.	1
5	27-Jun-18	Black	Same as new	1
4	27-Jun-18	White	"A small problem out of the box, but a rep from Amazon called and walked me through a reset process which solved my issues. I was shocked to get a response so quickly and a real effort was made (including follow up email) to get this thing working. I have 6 now (and one google clone) and the more I use it, and learn about it, the more I like it (them). I also plan to install one in my car, boat and garage. Alexa is my new best friend!?!? (lol)I think GF is worried that if Alexa learns to cook, her time will be limited..."	1
4	27-Jun-18	Black	"I love my Alexa Dot. I play games with my son, ask how the weather Is and I love that she works with my Amazon Fire Tv."	1
5	26-Jun-18	Black	I like it because you could ask it different questions and it does different things it works intermittently with my smart TV if I ask you to change the volume it does or does it sometimes if I ask you to change the channel it does or doesn't sometimes I have to reset it I don't know if it's because it's refurbished but it's okay it's just not what I expected	1
5	26-Jun-18	Black	"So far the certified refurbished Echo Dot works well. It was a little confusing to have a green ring on the Echo Dot and not 100% know why it was there. Asked Alexa and she said it was because of a receiving a call or drop in. But that was not the case. Took about 10 minutes to figure out it was a notification that I had a delivery from amazon. I believe the ring is supposed to be yellow and pulsate for a message notification, but on my refurbished Echo Dot it was Green and pulsed."	1
5	26-Jun-18	Black	It arrived quickly and was easy to set up ! it was a refurbished amazon echo dot it was above and beyond what I expected ! Alexa and I have become buddies she is a great assistant	1
5	26-Jun-18	Black	"Works as advertised. Speak clearly, and research the commands. Also. Get the wall holder, it keeps it out of the way. Set up is a breeze, just make sure you are close to the device initially when connecting your phone. For some reason it made set up easier...though it could be psychological haha"	1
4	26-Jun-18	Black	Love my two echo dots but the third one we ordered to give as a gift had a defective speaker.  The return process still isn't done and has already taken weeks.	1
1	26-Jun-18	Black	I've already returned it.	0
5	25-Jun-18	Black	"The refurbished echo for has been wonderful. I purchased this for my mother. She loves the ability to contact me without a phone, listen to music, weather, and ask questions. It's been a wonderful gift and works excellently with no problems"	1
4	25-Jun-18	Black	"Works good. However, the price went down the week after I purchased it."	1
5	25-Jun-18	Black	Works amazingly. I bought it for my daughter and she loves it.	1
5	25-Jun-18	Black	"I love Alexa! It's great helping me, making my appointments, playing the songs I like! What else can you do? Looking forward for more."	1
5	25-Jun-18	Black	Got this for the bathroom love it we can listen music whe. We showering.	1
5	25-Jun-18	Black	I have 3-Dots and 2-Original and this new one works perfectly.  Will buy all my future Dots reconditioned.	1
4	25-Jun-18	Black	Was a little hard to get it to pare up with the others but once it did no problems at all	1
1	25-Jun-18	Black	"Now I'm weary about these picking up conversations when you are not actively using them - heard about this happening on the news.  I have 3-4, so this is very concerning.  I wish Amazon would release something widespread  or push some firmware to prevent this.  If they have, I have not heard about it yet."	0
5	24-Jun-18	Black	There's really no dislike for Alexa( dot) I thought cortna was cool but Alexa is an awesome application to the family. Unbelievable device which seems alive. A must get.	1
5	24-Jun-18	White	"I am happy with the refurbished echo dot. I’ve had it for about two weeks, and so far it is working perfectly! Even though it did not come in its original box, it looks like new! I’m happy with this purchase!"	1
5	24-Jun-18	Black	Thumbs up!	1
5	24-Jun-18	Black	Workreat	1
1	24-Jun-18	Black	"There was something wrong with the first one that no even the rep I spoke with could fix. The replacement was registered to someone else. When the price of the Dot went down to $39.99 (same price as the refurbished ones), I bought a brand, spanking new one. No problem with the new one."	0
5	24-Jun-18	Black	Works as expected!	1
5	23-Jun-18	Black	No problems	1
5	23-Jun-18	Black	Have these in almost every room. I really have enjoyed them. Works perfectly.	1
5	23-Jun-18	Black	Purchased for grandson.	1
5	22-Jun-18	White	Like new	1
5	22-Jun-18	Black	Happy with this as I was with the other 2 I ordered!!	1
5	22-Jun-18	White	"Love the dots, especially with the ability to talk from one to the other, these are really convenient. No issues with the refurbished as they are like new."	1
3	21-Jun-18	Black	"Started taking on her own! Haven’t used it since I unplugged it that day. No one was talking, my daughter was laying in bed next to be and she just started going on about the movie Moana and completely scared the sh*t out of my daughter now."	1
5	21-Jun-18	Black	It works great the speaker sounds fine and overall would recommend	1
5	21-Jun-18	Black	Great! Just like new!	1
5	21-Jun-18	Black	"Loved the price for an essentially brand new Dot!! Opening it, you really couldn’t tell that it was refurbished. Everything looked brand new. For $20 less than a new unit, I couldn’t consider this a better deal! I really love the versatility of the echo dot. Get you one while you can!"	1
5	21-Jun-18	Black	Pleased with the order just what I wanted!!	1
5	21-Jun-18	White	"I think I now have 5 of these throughout the house. So convenient to set a timer or check the weather or whatever, wherever."	1
5	21-Jun-18	Black	Love it -- the best.  My experience with refurbished devices is excellent.	1
5	21-Jun-18	White	Love the echo dot	1
4	21-Jun-18	Black	"This refurbished item was fine,but I wasn't aware that there is a fee for having other echos set up in the rooms.  However, it was missing the cordThank you"	1
1	21-Jun-18	White	"Two weeks after setting it up it no longer works.  No connection, no light, no sound.  I guess I shouldn't have purchased a refurbished Dot."	0
5	21-Jun-18	White	It worked like a brandnew unit! Great addition to my collection.	1
5	21-Jun-18	White	"Great price, works perfectly. Saved the money on a refurb!! Would buy again!"	1
2	20-Jun-18	White	 	0
5	20-Jun-18	Black	Very.god	1
1	20-Jun-18	White	Not good at all!	0
5	20-Jun-18	Black	These are great. I bought one and then bought another right away. Grab a few of these and a few smart switched and you're set with smart home capabilities for under $150. Highly recommended.	1
5	20-Jun-18	White	Just like new	1
5	20-Jun-18	Black	"Worked as it should, still need to figure out how to link to other devices though, only set up Sonos which was pretty easy. Not the products fault, just have not had time to figure it out."	1
5	19-Jun-18	White	Very useful	1
1	19-Jun-18	Black	"This is the worst Amazon purchase I have made. I am big Amazon fan...love the brand...unlimited digital music...prime videos...even buy my online games, music, and movies through Amazon. This app I have tried to use it make simple purchases -- to do anything. It is useless."	0
4	19-Jun-18	Black	"Works very well, but the microphone don&#34;t pick up as well as the full size echo.  Audio quality is okay for the size."	1
5	18-Jun-18	White	I bought two refurbished ones for work and home. They both work perfectly and appear brand new	1
5	18-Jun-18	White	Amazon doesn't disappoint.	1
5	18-Jun-18	Black	Works great as a BT receiver with output connected to vintage stereo equipment.	1
5	17-Jun-18	Black	"Working great this far.  Can't tell it's not new.  Will edit for longevity in a year, that's the real test."	1
5	17-Jun-18	Black	Amazing	1
5	17-Jun-18	Black	i love everything	1
4	17-Jun-18	White	"This used “dot” works fine, it compliments my Echo."	1
5	16-Jun-18	Black	Works like a new one.  Can tell the difference from the new one I bough and the refurbished one.	1
5	16-Jun-18	White	Well I’m a big fan of echoes these ones went I’m my bathrooms.  Works just great as expected 👍🏾	1
5	16-Jun-18	White	Purchased for my 83 year old mother-she loves talking to Alexa! Very responsive-can detect its “name” from all over the room.	1
5	16-Jun-18	Black	This is just like new -- same performance as our brand new one; no problems.	1
2	15-Jun-18	Black	The echo dot disconnects from the speaker about 12-20 times a day. Do not buy the refurbished product.  2 stars for effort.	0
5	15-Jun-18	Black	Love it.  Great product	1
5	15-Jun-18	White	it works good.  very satisfied	1
3	14-Jun-18	Black	"I love Alexa, but the sound on the dot is not the best. I own an echo 2nd gen for the kitchen/living room and got this for my bedroom, but there’s a SIGNIFICANT difference in sound. The dot lacks a full base sound and sounds as if it’s coming off a cheap portable speaker. I was REALLY disappointed. I returned it right away and just shelled out the money to buy a second echo 2 for my bedroom also."	1
5	14-Jun-18	Black	"Took me awhile to get it connected. I'm not electronically savy but now that it is, I love it."	1
1	14-Jun-18	Black	cant seem to get this thing to sink with my wireless not sure If I will be returning it will try one more time.	0
5	14-Jun-18	Black	Absolutely love it!	1
1	14-Jun-18	Black	product stopped working after return time ran out	0
5	14-Jun-18	Black	Second Dot work great for refurbishedThought it was new	1
5	14-Jun-18	Black	Love these guys they work so great	1
5	14-Jun-18	White	"I love this as a second &#34;Alexa&#34; in our bedroom.  Great for checking weather, for meditation music, and as a timer - Perfect for my husband who has to use eye drops multiple times each day and keep his eyes closed for 5 minutes."	1
5	13-Jun-18	Black	I purchased this refurbished.  Works just like brand new.  3 minute set up. Very easy.  Now I have echo dot that I can command to start playing music for my backyard deck sound system.	1
3	12-Jun-18	Black	Not substitute for the original.  The echo dot performs well but sound quality is poor.  To listen it has to be at the highest level 10.	1
5	12-Jun-18	Black	Love the Echo Dot. Helps husband get Netflix and other apps on our Amazon Fire TV.  No problems with it being refurbished. Planning on getting another one for the Amazon Fire Stick in bedroom.	1
1	12-Jun-18	Black	"Stopped working after 7 months. The warranty was only good for 3 months. I would have assumed an amazon product sold on amazon would have had higher standards than guaranteeing that it would work for 3 whole months. I mean what is this product supposed to be, a piece of junk?They offered my a 15% discount if I wanted to buy another one. Why would I want to buy another one?"	0
5	12-Jun-18	White	"Just like new. No problems whatsoever, Alexa. Thank you."	1
3	12-Jun-18	Black	I like my uncle. But sometime it goes a little Haywire	1
1	12-Jun-18	Black	Bought this for my son and it didn’t work. He had to return it.	0
1	12-Jun-18	Black	Bought 2 and both quit connecting to wifi and responding to voice within 9 months. Hard and soft reset will not fix the problem.	0
3	12-Jun-18	Black	"I received my Echo Dot today in good condition, but be advised: I paid $29.99 for it and Amazon has (as of this writing) raised the price to $39.99, so do your research before buying so you can get a good deal!Set up with the Dot went simple enough — plug it in, follow the app instructions... except initially it took a while to actually show up in my iPhone’s WiFi settings. I called Amazon customer service, and I dunno what it is, but lately I’ve been getting terrible support. The guy that took my call just rambled off a (completely unhelpful) script and I ended up setting up the Dot while he was in the middle of his spiel.I’m not sure if this is the norm or if it’s because this is refurbished, but the Dot has a pretty finicky wifi range and randomly disconnects even though the app shows that the range of my 5GHz connection is strong. Reconnecting is a pain each time as well.All that said, when Alexa works, she works amazingly well. I don’t have a speaker hooked up to it, but one thing I really enjoy is the mic’s range and sensitivity. One of the more annoying limitations of Apple’s Siri is that when she’s playing audio through device speakers (music, podcasts, etc), the “Hey Siri” feature is all but useless. Alexa has no problem hearing me over whatever is playing at the time, and with amazingly fast responsiveness too. I haven’t tried this with louder speakers yet, so I’m not sure if this will continue to hold true.Setting up Alexa to control all my wireless devices was a breeze, albeit with limitations — support for Arlo devices is nil, and if you have special settings for your LED devices (eg. rainbow effects), Alexa can’t handle them, she only knows how to change solid colors and brightness levels.All in all, my rating would’ve been lower had I not gotten a decent price on this item. If the connectivity problems persist, I may have to exchange/return this item. I don’t want to though — Alexa’s kind of growing on me."	1
5	11-Jun-18	Black	I bought it because everyone was saying how much they love theirs. But I have no need for it. I only used it once. The volume was not loud enough for me when I played music while I was on my treadmill. So I rather use my tower speaker which is 3xs louder.	1
5	11-Jun-18	Black	Worked like new.  Will do it again.	1
2	11-Jun-18	Black	The second one which was a refurbished model did work-at least not in my home.	0
1	11-Jun-18	White	"Very bad this device, I don’t know if it’s because is refurbished or what but it activated by itself , nobody is talking and he just activated and start talking. When you talk you have to yell super lauded"	0
5	11-Jun-18	Black	Good as new!! Just like brand new! Save yourself some money. Get one!	1
5	11-Jun-18	Black	Adding more rooms for convenience	1
4	11-Jun-18	Black	"Nice. It works good.Some times is not easy to recognize your voice and you have to repeat several times, some time almost screaming."	1
5	11-Jun-18	Black	"I took a chance on a certified refurbished unit for $29. Looks brand new...no excuses or disappointments. 5 minute trouble-free set up! Effortless bluetooth speaker connectivity through the Alexa App on my iPhone was flawless. Listening to my favorite tunes through a Bose Bluetooth setup and couldn't be happier. Walk through the door and just ask Alexa to: &#34;Play 80's music&#34; and viola... instant atmosphere! No more opening the iPad, going to settings, turning on bluetooth and then accessing the Pandora app. It just makes things so effortless. A true joy right out of the box! If I didn't discover any other uses for this fine piece of technology it was worth every penny!"	1
5	11-Jun-18	Black	Alexa's sister (my second dot)	1
5	11-Jun-18	Black	"Love my Alexa Echo Dot - I have two of them now - one new, one refurbished.  Both work great and it has become my go to for sooo many things.  I love it as an alarm every morning or whenever.  I love it to play music or sounds of the ocean, or nature sounds when I am trying to sleep.  Just love it for so many things."	1
5	10-Jun-18	White	"Bought a refurb, and its works just as my new ones I bought prior! Came in original packaging as well!"	1
5	10-Jun-18	Black	Love it. It's like having a second wife.	1
1	10-Jun-18	Black	So far not impressed at all. Does not save groups correctly can not understand me most of the time I'm not sure what the excitement is all about. Alexas voice sounds like it's under water how am I supposed to understand!!!!I'm going to return and try a google home!!!	0
5	10-Jun-18	White	Works well and has no obvious issues from being refurbished.	1
5	10-Jun-18	Black	"Works great, can't tell it was refurbished and set up in kids mode.  I have 3 in my home and will be adding more. I love these things."	1
1	10-Jun-18	Black	"great product, but useless overall. Too many unnecessary features. Unless you have a smart home you don't need it"	0
5	10-Jun-18	Black	Worked just as good as the two new Echo Dots i preciously purchases.	1
4	10-Jun-18	Black	I bought this for my mother and she is in love with it.She loves the guard dog feature.She says that it gives her a sense of security at night and when she leaves the house	1
4	10-Jun-18	Black	I bought it mainly to be a speaker when playing music or videos on my phone. Not working for me. Read instructions but not working for me.	1
4	9-Jun-18	Black	It works	1
5	8-Jun-18	Black	"Bought two of them and both work great. I'm not much on electronics running my home, but Alexa does all that I want and need to be done."	1
4	8-Jun-18	Black	2nd one... more to come	1
3	8-Jun-18	Black	Blue light blinks all the time	1
5	8-Jun-18	White	Fun and useful. We're still learning new tricks and useful functionalities. This is the future of human to computer interface and household automation. Just like Star Trek! Who knew it would be here so soon?	1
4	7-Jun-18	Black	"Works great to control the TV lights and various other devices. Lately I've been using it when i wake up and don't know what time it is but don't want to open my eyes. Just shout out &#34;Alexa, What time is it?&#34; if i could just figure out how to get it to do house hold chores and walk the dogs it'd be golden! sound is not that great but with its size what can you expect. The Echo Plus has much better audio but that is what you get with the larger more expensive Echo."	1
5	7-Jun-18	White	Works great!	1
5	7-Jun-18	Black	Wasn't sure if I'd like this product but after having it for a little while I want one in every room! My daughter is constantly asking alexa how to spell words. We've barely tapped into all the things this product is capable of and I'm looking forward to learning all of its capabilities!	1
5	7-Jun-18	Black	A++++	1
5	7-Jun-18	Black	Great product. Works well	1
5	6-Jun-18	Black	Absolutly love it !	1
5	6-Jun-18	Black	Bought my first echo dot and loved it so I got this for work. Absolutely love it!	1
4	6-Jun-18	Black	works as promised	1
5	6-Jun-18	Black	Works great with my existing smart home setup.	1
5	6-Jun-18	Black	Perfect. Could not tell the difference from a new one.	1
1	6-Jun-18	White	I cant figure out how to use it.	0
3	5-Jun-18	White	Good sometimes can’t hear well	1
5	5-Jun-18	Black	"I was a little apprehensive about buying a refurbished electronic product, but with Amazon's guarantee, thought I would try it. Glad I did, and will probably buy another refurb product form Amazon. I love the Alexa products and have several. This one sits on my desk. Has a small footprint, but has great sound and I use it daily. Works great."	1
3	5-Jun-18	Black	Not bad bad speaker for sound	1
4	5-Jun-18	Black	"This is a great device. We mainly use it to verbally add things to the shopping list, but occasionally use any number of the &#34;fun&#34; things you can program it to do, like go to Red Alert or make the TARDIS land (yes, we're a house of geeks... we even chose the wake-word to be &#34;Computer&#34; instead of &#34;Alexa&#34;. Now we just need Majel Barret's voice and I will be in geek heaven.) ;)It's not as easy to get my Premium Spotify to work properly with it, and still not sure how we can get multiple music accounts attached so we can listen to different music in different rooms, but so far it's still been worth it. I am often asking it the time, the weather, it even gives us a news briefing. We also use it as an intercom system which has been really awesome. Plus it's fun knowing the NSA is listening to everything."	1
5	5-Jun-18	Black	We all love her!	1
5	5-Jun-18	White	I purchased this for my daughter and we all love this!!!! its amazing!! we love the games!	1
2	5-Jun-18	Black	It doesn’t always  work	0
5	5-Jun-18	White	Good as new! Perfectly packaged and I have had zero issues with the dot.	1
5	4-Jun-18	White	Love it! Bought for my granddaughter who is 3 for her to play music and ask questions. She is entertained for hours! Good buy in my honest opinion!	1
5	3-Jun-18	Black	No issues...works and looks great!!!	1
5	3-Jun-18	Black	This is a fun toy.  My daughter have me it.  It reads to me!	1
5	3-Jun-18	Black	"Refurbish Echo Dot received as new condition, as new packaging, no complaints. Neat little gadget.(Drives my wife nuts!)"	1
3	3-Jun-18	Black	"I received an Echo as a gift, loved it so much I decided to get the Dot for my bedroom. Both very easy to set up but a big difference in the sound quality. I would still buy it again."	1
4	3-Jun-18	Black	Worked as advertised. Thanks	1
1	3-Jun-18	Black	All the new Amazon products I have are great everything I bought refurbished is complete garbage. I will never purchase Amazon refurbished again total dissatisfaction	0
5	2-Jun-18	Black	Works good.  Microphone is not as good as the better Echo products	1
5	2-Jun-18	Black	Took a little work to set up but I finally got it.  Sound quality not the best but for what I got it for it works great.  I check weather and ask a few cooking questions in the kitchen with it.  I do play the radio on it when I want some music but will probably upgrade to the Echo plus for better sound.	1
5	1-Jun-18	Black	Love Alexa these are the best thing I have ever bought don't know how I ever lived with out these things amazing so happy with this product just wish it would use google to	1
5	1-Jun-18	White	I loved it it works great	1
1	31-May-18	White	Extremely low in volume	0
4	31-May-18	Black	"I had some trouble getting the program downloaded from my phone. I ended up using my computer. It is interesting that the answers come from Wikipedia. However, I will give Echo dot an &#34;A&#34; in the music playing department. I heard songs and music totally forgotten on the mainstream stations. Also amusing when Alexa responds, I don't know that. Why does she think the yards of cotton fabric refer to football playing???? If I had paid full price for this gadget I would have been sorely disappointed. Now it seems reasonable and a step above HAL."	1
1	31-May-18	White	"Brought to replace one that I moved and doesn't have the same range as my previous (non refurbished) unit. It would seldom be able to find the Wi-Fi and couldn't connect. Got tired of hearing the message (&#34;trouble connecting...check the Alexa app...&#34;) and just unplugged it. I went through the troubleshooting and reconnected it several times, it's just not as strong."	0
1	31-May-18	Black	"If you want to listen to music and have it come through several of the Echo/Dot units simultaneously, YOU MUST PAY A MONTHLY FEE. I thought this was Amazon, not Apple??!! I’ve paid for many of these so I could have one in each room, is that not enough of my money??!!??"	0
5	31-May-18	Black	"Purchased as a gift,"	1
5	31-May-18	Black	Love it	1
4	31-May-18	Black	"Overall good device. It was bought for a workout room, and has issues reaching a volume that can be heard over a standard row machine. It could use a much better speaker."	1
5	31-May-18	White	Works great and simple to set up. Alexa is way more accurate than I imagined so Im using it more than I thought. Wish alarms could be set a bit further out but thats my only complaint.No she's not listening when you don't say the wake word so if you're worried you can lose the conspiracy theories. The speaker is great too so don't hold off on getting one if you were turned off by gen 1 like me.	1
5	31-May-18	Black	The voice clarity has made my eavesdropping efforts so much easier - the government. :)	1
5	31-May-18	White	Worked perfect	1
4	30-May-18	White	"Had a little trouble at the beginning until I replaced my old router and it works good except for current temperature and at times Alexa will be off by as much as 10 degrees!  Like when it was 91 degrees, Alexa would say it was 81 degrees.  Otherwise, everything works as expected and enjoy listening to music from Amazon and my Pandora stations and requesting my favorite song or recording artist."	1
5	30-May-18	Black	I bought three of these and all three have worked flawlessly. If they weren't labeled as refurbished I wouldn't have known	1
5	30-May-18	Black	"This device works perfectly and was a good price.  We love Alexa and are having great fun with her.  The music is great and we get the radio stations we need for our morning traffic report.  I didn’t think I would enjoy having AI in the house, but it is fun, educational and entertaining even for people who aren’t tech savvy."	1
1	30-May-18	White	Eh. It’s works on and off. Half the time it does not respond when you say wake up name. Other then that works fine	0
5	30-May-18	White	Great little thing. Works better than siri.	1
5	29-May-18	Black	It’s amazing I love it	1
5	28-May-18	Black	Bought this for my son and he loves it.	1
4	28-May-18	White	"I own the first and second generation Echo Dot.  I think I prefer the volume ring of the first gen better than the buttons on the second gen, but still more than does the job and great for the price I got it for.  I'd still definitely recommend."	1
5	28-May-18	Black	Very fun to use and having morning briefing	1
5	28-May-18	Black	Arrived on time and works amazing!!!	1
5	28-May-18	White	"Just like new, set-up was quick & easy."	1
5	28-May-18	Black	"like new, good refurbishing"	1
5	28-May-18	Black	Love it	1
4	27-May-18	Black	Love my echo dot!!!	1
5	27-May-18	Black	I like that it knows my music type.The least is that it isn't wireless and the volume is not that high.	1
5	27-May-18	White	great product!	1
3	27-May-18	Black	"It works great, but the reason I'm leaving 3 stars is because it wont play unless it plugged in the whole time. Pretty irritating especially when there is no outlet available."	1
5	27-May-18	White	Works great!	1
5	27-May-18	Black	I love it ita like having a personal assistant and computer and everything else in one.	1
5	27-May-18	Black	"The problem I have with this item could just be my inexperience. I ordered the wrong thing, but then decided I’d set it up and use Alexa. I was trying to replace a small Bluetooth speaker in my bedroom. Thought I could learn as I go. I downloaded the app, but never could get the Echo to sync with my iPhone. I’ve decided to give this to one of my kids and they will probably enjoy it and use it as it is intended."	1
5	27-May-18	Black	Es perfecto.	1
5	27-May-18	Black	Working good so far.	1
5	27-May-18	Black	Working great and my daughter loves it!	1
5	26-May-18	Black	Works great	1
5	26-May-18	White	I love it	1
1	26-May-18	White	"I wanted a white dot for my white bathroom.  The top is black as shown, which I knew, but I did not realize the cord and plug were also black. I wanted a white cord and plug."	0
5	26-May-18	Black	 	1
5	25-May-18	White	WORKS GREAT	1
5	25-May-18	Black	Amazing!	1
5	25-May-18	Black	Great product	1
5	25-May-18	White	Works perfectly	1
4	25-May-18	Black	Perfect	1
1	24-May-18	Black	I set up the Echo Dot and it worked for an hour and then died completely. DO NOT BUY refurbished!!!! I sent back for return the day after I received.	0
1	24-May-18	Black	This Echo Dot is horrible. The volume on my phone is louder than than this device. My boss has one at this is not the case	0
4	24-May-18	Black	Overall it works very well. Some connectivity issues but it was definitely worth the money!	1
5	24-May-18	Black	Have had no issues with this refurbished unit. It performed expected. I would buy another one if needed.	1
5	24-May-18	White	Great for mom its inside an owlhead in her jacuzzi	1
5	23-May-18	Black	Works great - I put this in my son's room and use the drop in option to get his attention when he is gaming or watching tv.	1
4	23-May-18	White	It was perfect	1
5	23-May-18	Black	It looked brand nrw!! I have nothing to.complain about!! I will defently be ordering more	1
2	23-May-18	White	It's ok. The speaker is pretty terrible. Google home is a better product.	0
5	23-May-18	Black	I love it!	1
5	22-May-18	White	"I love this, answers all my stupid questions and tells me the weather for when I don’t get off the couch"	1
1	22-May-18	White	The first one quit working shortly after I got it. The next one becomes unresponsive to my voice at times and the only way to get it to work is through the app. I am not sure if it just this Dot or they are all this way.	0
5	22-May-18	White	Bought this to go in my niece's room. You can't tell it's refurbished. It looks good and works like new.	1
1	21-May-18	White	Device was not working. Followed all instructions for Alexa echo dot and it did not come on. Very upsetting.	0
1	21-May-18	Black	Sent it back due to crackling noise and turning itself off and on - but what can you expect with a refurbished item?	0
5	20-May-18	White	Best price we could find and it is so useful to have her around to answer questions. It is so handy to not have to find your phone. I also now have an intercom system.	1
5	20-May-18	Black	I have never been more satisfied with a product. Perfect introduction to Alexa.	1
4	20-May-18	Black	"Works well, but the speaker is not so grand. Getting another speaker to drop this into. In the future I would have just gone with the full size echo."	1
4	20-May-18	Black	Love our echo! Thing the full size version sounds better though.	1
5	20-May-18	Black	Works great!	1
5	19-May-18	Black	It has all I need for my life plans time date music	1
3	19-May-18	Black	Seems to have trouble hearing me when I say the wake word despite being trained to my voice... Wonder if this has something to do with buying it refurbished. Our google home mini has no problems hearing us 😬 and is much louder.	1
5	19-May-18	White	Love it!  Works perfectly!	1
4	19-May-18	White	I had a brand new echo Dot and thought that the refurbished would be just as good. It was quite different from my expectations. Refurbished unit did not even turn on and after a while I realized that the power adapter was faulty. There is no way for me to have Amazon send me a power adapter by itself according to the return options. I love Amazon and buy even my toilet paper through them but this was truly a let down.Update: Amazon contacted me and credited me enough to buy a new power adapter. This is why I shop on Amazon. I can always trust them to deliver on their products.	1
5	19-May-18	Black	I bought this for a family member as a gift. I called her to see how she likes it & she said she loves it‼️	1
4	18-May-18	Black	"Not very loud but quality and ease of use is great. Sound is perfect for background music, would suggest 2-or more connected together if you’re trying to use for hosting a louder party"	1
5	18-May-18	Black	Looked Brand new works great. I love these echo dots and the refurbished ones are like new	1
5	18-May-18	Black	My 2nd one and I use them all the time.	1
5	17-May-18	Black	"Is working like a  new one for now, l have another 3 alexa devices lm a fanatic"	1
5	17-May-18	Black	Echo is good.	1
5	17-May-18	Black	Works great	1
5	17-May-18	Black	Great price to extend the range and super value to dot offers. Hooked up wireless speaker to use working outside.This dot made outdoor sound range possible without disturbing indoor light control possible	1
5	17-May-18	Black	"Amazingly fun. My daughter and I just asked questions on the first day. I have now set my daily alarm, weekend reminder, playlist, morning shows, random songs, daily bible verses, weather, and morning commute. It tells me which way to go dodging traffic. You have to get one. I don’t have it linked to my phone yet."	1
5	17-May-18	White	Works perfect! There’s no difference at all between this refurb one and my new ones that I have in my house. I’ll be buying the refurbs from here on out	1
5	17-May-18	Black	Great product. Wakes me up every morning on time!	1
5	16-May-18	Black	Like new.  No difference from new unused original.	1
5	16-May-18	Black	"I have no complaints. As far as I know, these are exactly like new, just a little cheaper. Great!"	1
5	16-May-18	Black	Perfect condition!	1
5	16-May-18	Black	Like new	1
5	16-May-18	White	It works just as well as the new version I got as a discount with my Echo speaker. I decided to purchase this version because Amazon states it has the same warranty.	1
5	31-Jul-18	Heather Gray Fabric 	"I received the echo as a gift. I needed another Bluetooth or something to play music easily accessible, and found this smart speaker. Can’t wait to see what else it can do."	1
3	31-Jul-18	Sandstone Fabric 	"Without having a cellphone, I cannot use many of her features. I have an iPad but do not see that of any use.  It IS a great alarm.  If u r almost deaf, you can hear her alarm in the bedroom from out in the living room, so that is reason enough to keep her.It is fun to ask random questions to hear her response.  She does not seem to be very smartbon politics yet."	1
5	31-Jul-18	Charcoal Fabric 	I think this is the 5th one I've purchased. I'm working on getting one in every room of my house. I really like what features they offer specifily playing music on all Echos and controlling the lights throughout my house.	1
5	30-Jul-18	Heather Gray Fabric 	looks great	1
5	30-Jul-18	Heather Gray Fabric 	"Love it! I’ve listened to songs I haven’t heard since childhood! I get the news, weather, information! It’s great!"	1
5	30-Jul-18	Charcoal Fabric 	"I sent it to my 85 year old Dad, and he talks to it constantly."	1
5	30-Jul-18	Charcoal Fabric 	I love it! Learning knew things with it eveyday! Still figuring out how everything works but so far it's been easy to use and understand. She does make me laugh at times	1
5	30-Jul-18	Oak Finish 	"I purchased this for my mother who is having knee problems now, to give her something to do while trying to over come not getting around so fast like she did.She enjoys all the little and big things it can do...Alexa play this song, What time is it and where, and how to cook this and that!"	1
5	30-Jul-18	Charcoal Fabric 	"Love, Love, Love!!"	1
5	30-Jul-18	Oak Finish 	Just what I expected....	1
5	30-Jul-18	Heather Gray Fabric 	"I love it, wife hates it."	1
5	30-Jul-18	Heather Gray Fabric 	Really happy with this purchase.  Great speaker and easy to set up.	1
