rating,date,variation,verified_reviews,feedback
3,30-Jul-18,Black  Dot,"Got this for my 2nd Echo in the house, I already have the regular Echo.  The Echo Dot was easy to set up but the sound is not enjoyable, wishing I would have just gone with another regular Echo solely based on sound.",1
5,30-Jul-18,Black  Dot,"Listens well, does way more than expected, love her!",1
4,30-Jul-18,White  Dot,"We are still testing this one out and so far, we like it. I was very hesitant about putting a voice activated device in our home and this would be our first. Unfortunately, it sometimes gets our WiFi light bulbs mixed up and won't turn them on but we've been able to manage and fix it. I mean, it's convenient, especially for those unable to reach to turn off lights or electronics that you could hook up to the Dot. I do like that it plays music and has reminders, alarms, etc - I'm just still getting used to the fact that The Man is always listening now.",1
5,30-Jul-18,Black  Dot,"Works great.Having fun playing music,checking weather,a king questions.",1
4,30-Jul-18,Black  Dot,Small convenient and dependable. This dot is a cutie and Alexa does the job you ask.My only issue is the fidelity which is to be expected in a such a small speaker,1
4,30-Jul-18,Black  Dot,Alexa is perfect for people like me living alone. At least I have someone to talk to.. to keep my sanity. 😂 Though I wish it has a powerful speaker and no need to connect it to bluetooth speakers.,1
5,30-Jul-18,Black  Dot,small footprint.  nice clarity.,1
5,30-Jul-18,White  Dot,Easy set up,1
5,30-Jul-18,Black  Dot,"Great addition to my Alexa base. Using it in my guest bedroom for music, clock and info.Dot speaker is not as strong as the base but it's a great value",1
5,30-Jul-18,Black  Dot,I had an Alexia built into my thermostat that just didn't work very well. I had to be standing right next to it for it to hear me and music played very choppy on it. I decided to try the Echo Dot since it was on Prime Day. I have not been disappointed! It hears me just fine and music plays with out any problem. I really like that I can Bluetooth connect to my Bose Speaker for quality sound.,1
5,30-Jul-18,Black  Dot,I connected it to my whole home sound system to play prime music which my Google Home mini can't do.  It works well.,1
5,30-Jul-18,Black  Dot,this is so much fun to play with - I just ask to set an alarm to wake in the morning and when it goes off I tell Alexa to turn it of - Alexa learns from the questions I ask. SHe will play music that you ask her to play if its the amazon music domain. If I wake up in the middle of the night I do not have to turn on a light I just ask alexa what time is it. When I want the current weather she tells me. Ask her what going on in the city she knows. Call a friend she will dial ( I haven't used that one yet but she said she could if its in y contacts.,1
5,30-Jul-18,Black  Dot,Easy to set up and does everything it’s a poster. Despite its small size the speakers are adequate. Understands instructions from across the room. Very happy with the purchase.,1
5,30-Jul-18,Black  Dot,"A great product for the price, works well!!",1
5,30-Jul-18,White  Dot,Perfect for a home office,1
5,30-Jul-18,Black  Dot,It does what it's suppose to do great product.,1
5,30-Jul-18,Black  Dot,I love this item and being able to hear any kind of music.  I enjoyed it so much that I ordered another.,1
5,30-Jul-18,White  Dot,Love the dot,1
5,30-Jul-18,Black  Dot,Great item.  I'm so glad I made the purchase and on Prime day.,1
5,30-Jul-18,Black  Dot,"I'm still learning how to use it.  I figured out it can read my kindle books to me, which is a real bonus.",1
5,30-Jul-18,White  Dot,Love having one in our bedroom and in the kitchen. Great to drop in on family around the house.,1
5,30-Jul-18,Black  Dot,"So far so good.  Not to tech savvy so, I'm still trying to figure out what I can do with it but, it was easy to set up and so far easy to use.  Lots of apps that it can use.  I will have to play with it some more but its fun to have.",1
5,30-Jul-18,Black  Dot,"I had put this off for awhile but finally got around to buying 3 of them for my home. My wife is legally blind and cannot use the computer. This has been a Godsend, 100%. We have the Amazon music for her and now she can listen to music, check the weather, get phone numbers, make calls, etc., etc.. We are still learning but I tell you, this is absolutely amazing. I purchased 4 more for my extended family and the grandchildren absolutely love playing their music on Alexa. With the wifi and direct cable capability, the speaker/stereo options are there for the choosing. This is well worth the money. You won't regret this at all!",1
5,30-Jul-18,Black  Dot,Perfect!  Fast shipment and packaging.  Worked as intended.,1
3,30-Jul-18,White  Dot,Alexa seems to get dumber and less useful all the time,1
5,30-Jul-18,Black  Dot,Love it!,1
5,30-Jul-18,Black  Dot,I'm addicted to this thing.,1
4,30-Jul-18,Black  Dot,I love my Dot and am hoping to add a couple more around the apartment. The only reason I didn't give it 5 stars is because I wish the speaker would be just a little better. I know Amazon probably wanted to keep costs down for this item but I really like to play music around the apartment when I am busy doing things so if they would have added a speaker with just a little more wattage and bass response they would have something great to put in the bathroom or kitchen where there might not be a lot of space for a full sized Echo. I would have been willing to pay 10 to 20 dollars more if it had a better speaker. Oh well it is what it is and I still love it. I'm just going to have to find a Bluetooth speaker that sounds good but doesn't take up a whole lot of space.,1
5,30-Jul-18,Black  Dot,So far all.i can say is I love it,1
5,30-Jul-18,Black  Dot,"Love my dots.  Easy to use.  I have two plus the Echo Spot.  One of my favorite features is the ability to listen to music ... AMAZON, IHeart Radio, Pandora.",1
5,30-Jul-18,White  Dot,Great to play music throughout the house. Great and easily fits in my decor of my home,1
5,30-Jul-18,White  Dot,"I'm obsessed with Alexa. She tells me the weather every morning, she can play games (we love the guess the song one!) and the one we have upstairs can turn off our TV downstairs which is so cool because why walk down the stairs if Alexa will do it for you????",1
3,30-Jul-18,White  Dot,Works well. Just disappointed with the speaker quality. But hooked it up to old computer speakers.,1
5,30-Jul-18,Black  Dot,"Easy setup, easy use, work with other smart products, always learning what it can do",1
5,30-Jul-18,White  Dot,We have so much fun with this!  So easy to use that even my four year old loves talking to Alexa!!,1
5,30-Jul-18,Black  Dot,"I love my new Echo Dot! Right now, I mainly use it to play music at night, but it gets the job done.",1
5,30-Jul-18,Black  Dot,"We love this thing! I wish I would have gotten it sooner. You will certainly want to go through the settings and lock it down if you have kids, but it is a great additional for even unexpected things like helping the kids with homework. There are loads of skills. I am very happy with this purchase, especially since I got it on prime day for almost half price.",1
5,30-Jul-18,White  Dot,Super easy to hook up and program. I use the music feature the most but I love how I can set reminders from my phone and my Echo will remind me at the set time. It’s great for my news updates too!,1
5,30-Jul-18,Black  Dot,It works just like my other Dots.,1
5,30-Jul-18,Black  Dot,Set up was simple. It recognizes my voice well. It seams very intuitive. I am enjoying its ease of use.,1
3,30-Jul-18,White  Dot,I was hoping the cord was white also. Otherwise it is fine.,1
5,30-Jul-18,White  Dot,"I like that she has the ability to do multiple different things like create a to do list, set and alarm, play any song I can think of and much more. I wish the sound could be a tad louder.",1
5,30-Jul-18,Black  Dot,"Too soon, I'm still learning what I can do with it.",1
4,30-Jul-18,Black  Dot,Enjoying it and still learning all the commands.  Ran into one frustrating issue.  It was not user friendly when trying to set up voice recognition for a household.,1
5,30-Jul-18,Black  Dot,I love the option where u can play music everywhere in the house when you have multiple devices,1
5,30-Jul-18,Black  Dot,Works great!,1
4,30-Jul-18,White  Dot,I like almost everything,1
5,30-Jul-18,Black  Dot,"AMAZING. It has helped me become better organized, gives me traffic updates, weather updates, and helps me maintain a good, fast morning routine.",1
4,30-Jul-18,Black  Dot,"My kids love Alexa... Skills are amazing, would like to see her get a little smarter answering basic questions",1
5,30-Jul-18,White  Dot,Great. Definitely gets a little old after a while but for $30 I can't really regret it at all. Love having it hooked up to my speakers via bluetooth and waking up to The Smiths.,1
5,30-Jul-18,Black  Dot,Love it. Added it to an upstairs bedroom,1
5,30-Jul-18,White  Dot,Got to love Alexa she does everything around our house,1
5,30-Jul-18,Black  Dot,Works great and easy to set up!,1
5,30-Jul-18,Black  Dot,My 3rd echo device. Very easy to set up. Works perfectly.,1
5,30-Jul-18,Black  Dot,Easy to set up and start using.. works as advertised.,1
5,30-Jul-18,Black  Dot,Love our little dot. I don’t know what the original larger Alexa can do that the dot cannot do but we are pleased with our dots capabilities.,1
5,30-Jul-18,White  Dot,Really like it,1
5,30-Jul-18,White  Dot,"Works as expected. This is our fourth one, our son loves it in his room. Easy to set an alarm and he can play music through it.",1
5,30-Jul-18,Black  Dot,Love it,1
5,30-Jul-18,Black  Dot,Dislike the volume. It does not sound loud enough.,1
5,30-Jul-18,Black  Dot,Love Alexa!!  I own 2 and gave one for a gift which was a huge hit!,1
5,30-Jul-18,White  Dot,as expected,1
5,30-Jul-18,Black  Dot,"I love this technology. I'm older, but this is so easy to set up and use. I have the dot in my bedroom and use it for everything I use my echo for which is in the living room.",1
5,30-Jul-18,White  Dot,Use as my 3rd dot. Bought so my husband would be able to contact someone if he falls and doesn't have access to phone.,1
5,30-Jul-18,Black  Dot,Amazing product. Still learnimg all the things it can do,1
5,30-Jul-18,Black  Dot,"Does what I expected, and more.",1
5,30-Jul-18,Black  Dot,I have a friend now.,1
5,30-Jul-18,White  Dot,It’s easier to do things with it,1
4,30-Jul-18,Black  Dot,Good device,1
4,30-Jul-18,Black  Dot,"Overall love it. There are just some commands which aren't effective. It may be part user error or ""Alexa"" becoming accustom to what is being asked.",1
5,30-Jul-18,Black  Dot,"these are additional alexa based devices to make access better from other parts  of our homes rather than trying to shout questions or instructions through out the house, lol. we wouldn't be without alexa for the variety of functions that she performs.",1
5,30-Jul-18,White  Dot,"Works great, love the fact you can play the same music on a group of devices.",1
5,30-Jul-18,Black  Dot,"I love it, it is just what I thought it would be!!!  I'm addicted!",1
5,30-Jul-18,Black  Dot,"Works beautifully, excellent sound.",1
5,30-Jul-18,White  Dot,Still learning everything she can do.  Good for a room.  Volume is pretty good without an additional speaker,1
5,30-Jul-18,Black  Dot,neat tool we enjoy it with the family,1
5,30-Jul-18,Black  Dot,Easy to connect and the skills created for our Echo 2nd Gen worked fine with the Dot.,1
5,30-Jul-18,White  Dot,"I live alone, this is the best companion!",1
5,30-Jul-18,Black  Dot,Easy to set up and connect with smart devices. Just what I needed!,1
5,30-Jul-18,White  Dot,"Love it! I personally prefer Spotify music, so it’s great that I was able to set that as default. There’s not a day that goes by without music in our home. Also, the reason we got it is to keep our pup calm when we leave, so we tell Alexa to play some classical music or jazz and it works wonders. He’s a lot more calmer and doesn’t bark when we lock the door and start walking away. It’s a must have!",1
5,30-Jul-18,Black  Dot,Love it.  It works great.  Alexa still has some problems  but it is getting better every day.  I'm not an expert but I think the sound quality is fine.  Not perfect but good.,1
5,30-Jul-18,Black  Dot,This  is my second Echo to purchase -- the price was so cheap -- I'm seriously thinking of buying 2 more -- I use &#34;Alexa&#34; for everything -- it's the next best thing to the internet  :-*,1
5,30-Jul-18,Black  Dot,I love it. bought one for my daughter and one for myself,1
5,30-Jul-18,Black  Dot,It is just not as loud as I thought it was going to be.,1
5,30-Jul-18,Black  Dot,I enjoy it. Still discovering new uses.,1
5,30-Jul-18,Black  Dot,Being able to add speakers is a plus. I take it on my deck when I am outside. Just love it. I have my big Alexia in my bedroom,1
5,30-Jul-18,Black  Dot,"excellent device , works great, having no problems or concerns",1
4,30-Jul-18,Black  Dot,It's pretty fun and nice to have a speaker that responds to my questions but doesn't understand my commands some of the time.,1
5,30-Jul-18,Black  Dot,I like the hands free operation vs the Tap. We use both for controlling smart plugs.,1
3,30-Jul-18,Black  Dot,I dislike that it confuses my requests all the time.,1
5,30-Jul-18,Black  Dot,"Love my Alexa! Actually have 3 throughout the house. Favorite function is lists. Great for time management and if course, music.",1
4,30-Jul-18,Black  Dot,This product is easy to use and very entertaining.  I have yet to hook it up to my TV or lights but look forward to doing so.,1
4,30-Jul-18,Black  Dot,works great but speaker is not the good for music. Will need to get a Bluetooth speaker.,1
5,30-Jul-18,White  Dot,Outstanding product - easy to use.  works great,1
4,30-Jul-18,White  Dot,We have six of these throughout our home and they are great.  There are times when music or talking happens randomly that may be from sensitive listening.  There should be more options to change the name of the engagement command &#34;Alexa&#34; or &#34;Computer&#34; are a little annoying.  More colors then black and white would also be a good thing.,1
5,30-Jul-18,Black  Dot,Use the product for music and it’s great!,1
5,30-Jul-18,Black  Dot,Easy to set-up and to use.,1
5,30-Jul-18,Black  Dot,It works great!!,1
4,30-Jul-18,White  Dot,I like having more Alexa devices in my house and the sales price on amazon prime day was too tempting.,1
5,30-Jul-18,Black  Dot,PHENOMENAL,1
5,30-Jul-18,White  Dot,I loved it does exactly what it says,1
4,30-Jul-18,Black  Dot,I used it to control my smart home devices. Works great.,1
5,30-Jul-18,Black  Dot,Very convenient,1
5,30-Jul-18,White  Dot,"Este producto llegó y a la semana se quedó sin olor, perdió toda su escencia, huele solo a alcohol",1
5,30-Jul-18,White  Dot,Easy to set up Ready to use in minutes.,1
4,30-Jul-18,White  Dot,Barry,1
4,30-Jul-18,White  Dot,My three year old loves it.  Good for doing basic household tasks.  We're going to add a few smart outlets and bulbs.,1
5,30-Jul-18,Black  Dot,Awesome device wish I bought one ages ago.,1
5,30-Jul-18,Black  Dot,love it,1
5,30-Jul-18,Black  Dot,"Perfect for kids, adults and everyone in between!!",1
5,30-Jul-18,Black  Dot,"Listening to music, searching locations, checking time, looking up weather. There are many more task to learn. It was simple to set up.",1
5,30-Jul-18,Black  Dot,"I do love these things, i have them running my entire home, TV, all my lights, my thermostat, my front door dead bolt, the cameras... and i love listening to npr. these things are well worth the value and they really shine once you stat adding smart devices and you can control your entire home like its right out of star trek.... I named mine computer to get the feel... but its amazing what you can do with these devices and smart systems.",1
5,30-Jul-18,White  Dot,"Only complaint I have is that the sound quality isn't great. I mostly use it for commands though, and I have another dot hooked up to my stereo system to play music through. I have a couple friends that have a dot and don't mind the audio quality, but if you're bothered by that kind of thing I'd go with the full size echo or make sure you hook the do up to some larger speakers.",1
4,29-Jul-18,Black  Dot,Good,1
